state,county,tract_fips,social_vulnerability,resilience,heatwave_eals,heatwave_risk,flood_eals,flood_risk,tornado_eals,tornado_risk,winter_eals,winter_risk
Wisconsin,Brown,55009002002,21.659999847412109,96.169998168945312,38.068675576015224,34.426580411929791,41.148977147286089,39.510298244779527,69.125686272204661,64.135708509727436,81.780069051365757,77.777909908195781
Wisconsin,Brown,55009002003,30.639999389648438,96.169998168945312,34.356577494891610,32.067259667982682,34.626676374568426,33.978261903629360,73.229799790738412,69.652285591970696,78.610517415506024,75.815773200780100
Wisconsin,Brown,55009010100,17.270000457763672,96.169998168945312,41.570566268172961,37.026114255815060,76.526058670174038,72.857108880749649,79.480608034234251,72.507491794701039,85.462808558611457,81.044570232602382
Wisconsin,Brown,55009010201,45.040000915527344,96.169998168945312,36.442210583178714,35.402892070589353,39.651689879512411,39.584027018027875,73.885799602638102,72.840460448080663,80.288653498367665,79.398753745897352
Wisconsin,Brown,55009010202,45.849998474121094,96.169998168945312,39.100923033562722,38.052371212481567,0,0,81.783661137301465,80.421443181277652,83.499307137656487,82.653522332683252
Wisconsin,Brown,55009010300,21.219999313354492,96.169998168945312,43.687906616248206,39.779051515007374,52.883011954811288,50.541074061741895,87.660620025628660,81.313323502830244,87.481504098456909,83.972316034819002
Wisconsin,Brown,55009020100,10.909999847412109,96.169998168945312,44.224581346736500,38.367502259430147,84.704183009606126,80.309660847643059,79.767460998577491,70.579841126385389,85.217370880992078,79.250107025638584
Wisconsin,Brown,55009020203,7.989999771118164,96.169998168945312,43.455386711135120,36.795414545973458,80.320360758155800,74.776435332730813,89.589823773527229,78.755410740617421,87.353500716349203,81.017219236074780
Wisconsin,Brown,55009020204,0.389999986,96.169998168945312,41.013927707447685,30.800789611378015,57.574512060502144,49.084336203206014,85.030742643514657,67.000428102554338,84.701834323695891,72.427817152642348
Wisconsin,Brown,55009020502,45.509998321533203,96.169998168945312,39.188998755196472,38.103505684250585,82.053690959907925,81.476240308233841,85.794900130494582,84.060314893212194,83.924419287408696,83.035247110307751
Wisconsin,Brown,55009020504,1.379999995231628,96.169998168945312,41.555299809756441,32.242068211006995,29.451346971369517,28.252390239261761,84.482900506695188,68.359653712600490,85.519177020457050,74.913190315368880
Wisconsin,Brown,55009020505,43.750000000000000,96.169998168945312,38.905982103013365,37.611187746753558,58.367193555205866,58.225514912238971,78.167432783531822,76.736193692622365,83.001385724687040,81.950720639299817
